                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   200         202      2.86528e-05              1       0.000109  
   201         203      2.82989e-05              1       0.000102  
   202         204      2.79587e-05              1       8.81e-05  
   203         205       2.7628e-05              1       8.28e-05  
   204         206      2.73176e-05              1       9.64e-05  
   205         207      2.70195e-05              1       8.79e-05  
   206         208      2.67185e-05              1       9.87e-05  
   207         209       2.6413e-05              1        7.1e-05  
   208         210       2.6122e-05              1       8.43e-05  
   209         211      2.58467e-05              1       7.51e-05  
   210         212      2.55658e-05              1       0.000105  
   211         213      2.52694e-05              1       0.000102  
   212         214      2.49833e-05              1        7.4e-05  
   213         215      2.47312e-05              1       8.09e-05  
   214         216      2.44998e-05              1       7.38e-05  
   215         217      2.42611e-05              1       9.14e-05  
   216         218      2.40147e-05              1       6.91e-05  
   217         219      2.37833e-05              1       6.57e-05  
   218         220      2.35695e-05              1       6.84e-05  
   219         221      2.33494e-05              1       8.54e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   220         222      2.31083e-05              1        9.7e-05  
   221         223      2.28646e-05              1       9.42e-05  
   222         224      2.26419e-05              1       7.11e-05  
   223         225      2.24352e-05              1       7.24e-05  
   224         226       2.2221e-05              1        8.4e-05  
   225         227      2.19948e-05              1       9.77e-05  
   226         228       2.1772e-05              1       9.28e-05  
   227         229      2.15603e-05              1       7.26e-05  
   228         230      2.13412e-05              1       8.29e-05  
   229         231      2.11031e-05              1       8.37e-05  
   230         232      2.08597e-05              1       9.31e-05  
   231         233      2.06337e-05              1       8.05e-05  
   232         234        2.042e-05              1        7.4e-05  
   233         235      2.02011e-05              1       7.69e-05  
   234         236      1.99739e-05              1       8.82e-05  
   235         237      1.97559e-05              1       7.29e-05  
   236         238      1.95536e-05              1       5.55e-05  
   237         239      1.93541e-05              1       7.03e-05  
   238         240      1.91417e-05              1       8.12e-05  
   239         241      1.89232e-05              1       8.74e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   240         242      1.87199e-05              1       7.34e-05  
   241         243      1.85389e-05              1       6.52e-05  
   242         244       1.8362e-05              1       7.33e-05  
   243         245      1.81728e-05              1       7.31e-05  
   244         246      1.79773e-05              1       9.24e-05  
   245         247      1.78002e-05              1       7.16e-05  
   246         248      1.76491e-05              1        4.7e-05  
   247         249      1.75076e-05              1       6.55e-05  
   248         250      1.73557e-05              1       8.47e-05  
   249         251      1.71943e-05              1       9.09e-05  
   250         252      1.70368e-05              1        5.3e-05  
   251         253      1.68906e-05              1       5.35e-05  
   252         254      1.67458e-05              1       7.41e-05  
   253         255      1.65925e-05              1       0.000107  
   254         256      1.64309e-05              1       9.52e-05  
   255         257      1.62708e-05              1       6.78e-05  
   256         258      1.61175e-05              1       5.73e-05  
   257         259       1.5969e-05              1       7.64e-05  
   258         260      1.58178e-05              1       8.93e-05  
   259         261      1.56577e-05              1       7.66e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   260         262      1.54868e-05              1       9.29e-05  
   261         263       1.5317e-05              1       7.02e-05  
   262         264      1.51625e-05              1       6.98e-05  
   263         265      1.50227e-05              1       5.17e-05  
   264         266      1.48781e-05              1       7.98e-05  
   265         267       1.4715e-05              1       8.76e-05  
   266         268      1.45386e-05              1       7.81e-05  
   267         269      1.43667e-05              1       7.42e-05  
   268         270      1.41987e-05              1       6.88e-05  
   269         271      1.40189e-05              1       8.92e-05  
   270         272      1.38204e-05              1       8.64e-05  
   271         273      1.36214e-05              1       9.23e-05  
   272         274      1.34331e-05              1       7.51e-05  
   273         275      1.32453e-05              1       8.77e-05  
   274         276      1.30449e-05              1       9.46e-05  
   275         277      1.28487e-05              1       0.000104  
   276         278      1.26729e-05              1       7.86e-05  
   277         279      1.25078e-05              1       8.37e-05  
   278         280      1.23164e-05              1       9.39e-05  
   279         281      1.20919e-05              1       0.000112  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   280         282      1.18699e-05              1        0.00011  
   281         283      1.16817e-05              1       6.56e-05  
   282         284      1.15016e-05              1       6.22e-05  
   283         285      1.13022e-05              1       9.59e-05  
   284         286      1.10847e-05              1       0.000126  
   285         287      1.08811e-05              1       9.35e-05  
   286         288      1.06946e-05              1       7.76e-05  
   287         289      1.05098e-05              1       7.45e-05  
   288         290      1.03157e-05              1       0.000124  
   289         291      1.01342e-05              1       0.000121  
   290         292      9.97135e-06              1       7.34e-05  
   291         293      9.81924e-06              1       6.37e-05  
   292         294      9.65726e-06              1       7.91e-05  
   293         295      9.50157e-06              1       9.98e-05  
   294         296      9.36003e-06              1       7.13e-05  
   295         297      9.23042e-06              1       5.73e-05  
   296         298      9.09848e-06              1       5.29e-05  
   297         299      8.96766e-06              1       7.41e-05  
   298         300      8.84136e-06              1       6.67e-05  
   299         301      8.71842e-06              1       5.38e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   300         302      8.59296e-06              1       5.25e-05  
   301         303      8.47053e-06              1       5.37e-05  
   302         304      8.35503e-06              1        6.5e-05  
   303         305       8.2423e-06              1       5.14e-05  
   304         306      8.12411e-06              1       5.17e-05  
   305         307      8.00609e-06              1       4.85e-05  
   306         308      7.89716e-06              1       7.06e-05  
   307         309      7.79713e-06              1       7.62e-05  
   308         310      7.69684e-06              1       5.65e-05  
   309         311      7.59751e-06              1       4.93e-05  
   310         312      7.50617e-06              1       4.97e-05  
   311         313       7.4202e-06              1       6.68e-05  
   312         314       7.3243e-06              1       6.53e-05  
   313         315      7.21684e-06              1       5.83e-05  
   314         316      7.11517e-06              1       5.01e-05  
   315         317      7.03021e-06              1          4e-05  
   316         318       6.9491e-06              1        5.3e-05  
   317         319      6.85688e-06              1       5.56e-05  
   318         320      6.75932e-06              1       5.31e-05  
   319         321      6.67411e-06              1       4.54e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   320         322      6.60114e-06              1       4.02e-05  
   321         323      6.52423e-06              1       4.84e-05  
   322         324      6.43564e-06              1       4.92e-05  
   323         325       6.3483e-06              1       4.03e-05  
   324         326      6.27341e-06              1        4.5e-05  
   325         327      6.20267e-06              1       4.25e-05  
   326         328       6.1223e-06              1       4.34e-05  
   327         329      6.03511e-06              1       4.75e-05  
   328         330      5.95591e-06              1       3.79e-05  
   329         331       5.8876e-06              1       4.15e-05  
   330         332      5.81869e-06              1       4.22e-05  
   331         333       5.7432e-06              1       4.28e-05  
   332         334      5.66881e-06              1        4.4e-05  
   333         335      5.60215e-06              1       4.18e-05  
   334         336      5.53632e-06              1       4.68e-05  
   335         337      5.46179e-06              1       5.07e-05  
   336         338      5.38276e-06              1       4.25e-05  
   337         339      5.31472e-06              1       3.75e-05  
   338         340       5.2542e-06              1       4.17e-05  
   339         341      5.19037e-06              1       4.57e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   340         342      5.12212e-06              1       4.24e-05  
   341         343      5.06069e-06              1       3.25e-05  
   342         344      5.00853e-06              1       4.56e-05  
   343         345      4.95621e-06              1       4.21e-05  
   344         346      4.89619e-06              1       4.84e-05  
   345         347      4.83427e-06              1       4.78e-05  
   346         348      4.77906e-06              1       3.42e-05  
   347         349      4.72862e-06              1       3.71e-05  
   348         350      4.67521e-06              1       3.63e-05  
   349         351      4.61889e-06              1       4.77e-05  
   350         352      4.56654e-06              1       3.57e-05  
   351         353      4.51905e-06              1       3.76e-05  
   352         354      4.46978e-06              1       3.59e-05  
   353         355      4.41675e-06              1       3.65e-05  
   354         356      4.36721e-06              1       3.03e-05  
   355         357      4.32512e-06              1       3.34e-05  
   356         358      4.28354e-06              1       3.58e-05  
   357         359      4.23519e-06              1       4.24e-05  
   358         360      4.18412e-06              1        4.5e-05  
   359         361      4.14075e-06              1       2.54e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   360         362      4.10373e-06              1       2.77e-05  
   361         363      4.06244e-06              1       3.61e-05  
   362         364       4.0115e-06              1       4.59e-05  
   363         365       3.9615e-06              1       3.53e-05  
   364         366      3.92194e-06              1       2.06e-05  
   365         367      3.88676e-06              1       2.51e-05  
   366         368      3.84363e-06              1       4.57e-05  
   367         369      3.79267e-06              1       4.83e-05  
   368         370      3.74726e-06              1       2.69e-05  
   369         371      3.71307e-06              1       2.53e-05  
   370         372      3.68005e-06              1       3.52e-05  
   371         373      3.63824e-06              1        5.3e-05  
   372         374      3.59166e-06              1       4.73e-05  
   373         375      3.55253e-06              1        2.5e-05  
   374         376      3.52155e-06              1       2.84e-05  
   375         377      3.48916e-06              1       3.68e-05  
   376         378      3.45036e-06              1        4.8e-05  
   377         379      3.41295e-06              1       3.55e-05  
   378         380      3.38373e-06              1       2.42e-05  
   379         381      3.35808e-06              1       2.56e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   380         382      3.32776e-06              1       3.57e-05  
   381         383      3.29317e-06              1       3.86e-05  
   382         384      3.26231e-06              1       2.22e-05  
   383         385      3.23771e-06              1       2.38e-05  
   384         386      3.21353e-06              1       2.93e-05  
   385         387      3.18551e-06              1       3.46e-05  
   386         388      3.15749e-06              1       2.86e-05  
   387         389      3.13412e-06              1       2.46e-05  
   388         390      3.11277e-06              1        2.5e-05  
   389         391      3.08781e-06              1       2.95e-05  
   390         392       3.0592e-06              1        2.9e-05  
   391         393      3.03324e-06              1       2.64e-05  
   392         394      3.01211e-06              1        2.5e-05  
   393         395       2.9911e-06              1       2.31e-05  
   394         396      2.96618e-06              1        2.8e-05  
   395         397      2.94108e-06              1       2.65e-05  
   396         398      2.92065e-06              1       2.12e-05  
   397         399      2.90292e-06              1       2.12e-05  
   398         400      2.88266e-06              1       2.59e-05  
   399         401      2.85951e-06              1       3.02e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   400         402      2.83836e-06              1       2.51e-05  
   401         403      2.82108e-06              1       2.12e-05  
   402         404       2.8039e-06              1       1.96e-05  
   403         405      2.78339e-06              1        2.6e-05  
   404         406      2.76192e-06              1       2.67e-05  
   405         407      2.74407e-06              1       1.99e-05  
   406         408      2.72964e-06              1       2.06e-05  
   407         409      2.71492e-06              1       1.93e-05  
   408         410      2.69838e-06              1       2.19e-05  
   409         411      2.68228e-06              1       2.19e-05  
   410         412      2.66828e-06              1       2.06e-05  
   411         413       2.6547e-06              1       2.23e-05  
   412         414      2.63912e-06              1       2.05e-05  
   413         415      2.62198e-06              1       2.73e-05  
   414         416      2.60596e-06              1       2.18e-05  
   415         417      2.59193e-06              1       1.88e-05  
   416         418      2.57793e-06              1       1.88e-05  
   417         419      2.56206e-06              1       2.61e-05  
   418         420      2.54502e-06              1       2.75e-05  
   419         421      2.52899e-06              1       1.88e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   420         422      2.51447e-06              1       1.68e-05  
   421         423      2.49966e-06              1       1.83e-05  
   422         424      2.48288e-06              1       2.64e-05  
   423         425      2.46476e-06              1        2.6e-05  
   424         426      2.44751e-06              1        1.8e-05  
   425         427      2.43191e-06              1       2.08e-05  
   426         428      2.41631e-06              1       2.06e-05  
   427         429       2.3992e-06              1       2.75e-05  
   428         430      2.38176e-06              1       2.54e-05  
   429         431      2.36633e-06              1       1.89e-05  
   430         432       2.3527e-06              1       2.09e-05  
   431         433      2.33822e-06              1        2.2e-05  
   432         434      2.32137e-06              1       2.85e-05  
   433         435      2.30436e-06              1       2.34e-05  
   434         436      2.29027e-06              1       1.86e-05  
   435         437      2.27822e-06              1       1.99e-05  
   436         438        2.265e-06              1       2.29e-05  
   437         439      2.24952e-06              1       2.47e-05  
   438         440      2.23469e-06              1       1.76e-05  
   439         441      2.22224e-06              1       2.02e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   440         442      2.21022e-06              1       1.87e-05  
   441         443      2.19614e-06              1       1.81e-05  
   442         444       2.1811e-06              1       1.95e-05  
   443         445      2.16797e-06              1       1.57e-05  
   444         446      2.15648e-06              1       1.75e-05  
   445         447      2.14375e-06              1       1.67e-05  
   446         448       2.1289e-06              1       2.18e-05  
   447         449      2.11511e-06              1       1.84e-05  
   448         450      2.10442e-06              1       1.15e-05  
   449         451      2.09435e-06              1       1.48e-05  
   450         452      2.08116e-06              1       2.21e-05  
   451         453      2.06483e-06              1       2.71e-05  
   452         454      2.04957e-06              1       1.89e-05  
   453         455      2.03759e-06              1       1.73e-05  
   454         456      2.02606e-06              1       1.96e-05  
   455         457      2.01199e-06              1       2.53e-05  
   456         458      1.99716e-06              1       2.45e-05  
   457         459      1.98534e-06              1       1.26e-05  
   458         460      1.97597e-06              1       1.35e-05  
   459         461      1.96532e-06              1       1.97e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   460         462      1.95159e-06              1       2.85e-05  
   461         463      1.93796e-06              1       2.29e-05  
   462         464      1.92766e-06              1       1.43e-05  
   463         465      1.91895e-06              1       1.27e-05  
   464         466      1.90803e-06              1       2.22e-05  
   465         467      1.89414e-06              1       2.73e-05  
   466         468      1.88094e-06              1       1.78e-05  
   467         469       1.8709e-06              1       1.44e-05  
   468         470       1.8617e-06              1       1.49e-05  
   469         471      1.85013e-06              1       2.52e-05  
   470         472      1.83692e-06              1       2.38e-05  
   471         473      1.82569e-06              1       1.69e-05  
   472         474      1.81692e-06              1        1.4e-05  
   473         475      1.80774e-06              1       2.06e-05  
   474         476      1.79629e-06              1       2.63e-05  
   475         477      1.78474e-06              1       1.89e-05  
   476         478      1.77549e-06              1       1.28e-05  
   477         479      1.76733e-06              1       1.69e-05  
   478         480      1.75742e-06              1       2.82e-05  
   479         481      1.74558e-06              1        2.9e-05  
                                                        First-order 
 Iteration  Func-count       f(x)        Step-size       optimality
   480         482      1.73513e-06              1       1.56e-05  
   481         483      1.72745e-06              1       1.53e-05  
   482         484      1.71961e-06              1       1.94e-05  
   483         485      1.70851e-06              1       3.18e-05  
   484         486      1.69562e-06              1       3.08e-05  
   485         487      1.68547e-06              1       1.58e-05  
   486         488       1.6785e-06              1       1.36e-05  
   487         489      1.67116e-06              1       2.01e-05  
   488         490      1.66054e-06              1       2.86e-05  
   489         491      1.64803e-06              1        2.7e-05  
   490         492      1.63753e-06              1       1.22e-05  
   491         493      1.62967e-06              1       9.81e-06  

Optimization completed: The <a href = "matlab: helpview([docroot '/toolbox/optim/msg_csh/optim_msg_csh.map'],'first_order_opt_unc','CSHelpWindow');">first-order optimality measure</a>, 8.762548e-06, is less 
than <a href = "matlab: helpview([docroot '/toolbox/optim/msg_csh/optim_msg_csh.map'],'tolfun','CSHelpWindow');">options.TolFun</a> = 1.000000e-05.

Optimization Metric                                            Options
relative norm(gradient) =   8.76e-06                  TolFun =   1e-05 (selected)

